station_ID,year, gear_time,depth_m,gear_lat,gear_long,agv_GT10um ,avg_LT10um,avg_totalchla,avg_ratio
20050101033,2005,8/25/05 0:15,45,58.499,-166.000,0.363,NA,1.297,0.32
20050101034,2005,8/25/05 4:01,57,58.000,-166.004,0.762,NA,1.306,0.65
20050101036,2005,8/26/05 15:21,72,57.001,-166.014,0.877,NA,2.378,0.41
20050101037,2005,8/26/05 20:04,71,57.000,-164.998,0.425,NA,1.806,0.43
20050101038,2005,8/27/05 0:04,69,57.002,-164.002,2.227,NA,3.641,1.26
20050101039,2005,8/27/05 3:52,82,56.501,-164.004,0.518,NA,1.614,0.34
20050101040,2005,8/27/05 15:14,80,56.499,-165.003,0.816,NA,1.887,0.47
20050101041,2005,8/27/05 19:50,95,56.000,-164.998,0.682,NA,1.327,0.56
20050101042,2005,8/28/05 0:22,85,55.998,-163.998,0.918,NA,1.586,0.62
20050101043,2005,8/28/05 5:05,92,55.499,-164.003,2.255,NA,3.044,0.76
20050101044,2005,8/28/05 15:33,105,55.002,-164.996,0.147,NA,1.223,0.21
20050101046,2005,9/1/05 15:52,518,54.499,-166.017,0.576,NA,1.338,0.43
20050101047,2005,9/1/05 20:16,138,54.999,-166.003,1.747,NA,2.794,0.65
20050101048,2005,9/2/05 0:34,123,55.500,-166.002,1.690,NA,2.440,0.67
20050101049,2005,9/2/05 4:34,115,56.001,-166.000,1.242,NA,2.290,0.61
20050101051,2005,9/3/05 15:51,106,56.499,-169.003,1.666,NA,2.337,0.71
20050101052,2005,9/4/05 15:47,118,56.498,-167.999,0.254,NA,1.168,0.24
20050101053,2005,9/4/05 19:41,139,56.000,-167.999,0.033,NA,0.906,0.13
20050101054,2005,9/5/05 0:30,146,55.501,-168.002,0.081,NA,1.413,0.07
20050101055,2005,9/5/05 15:09,161,55.002,-167.002,0.102,NA,0.579,0.22
20050101056,2005,9/5/05 19:59,138,55.499,-167.001,0.534,NA,2.185,0.24
20050101057,2005,9/6/05 0:35,136,56.001,-167.001,0.151,NA,2.424,0.07
20050101058,2005,9/6/05 5:12,106,56.495,-166.996,1.457,NA,2.074,0.71
20050101059,2005,9/6/05 15:09,74,56.999,-167.000,2.102,NA,2.164,0.80
20050101060,2005,9/6/05 19:02,70,57.500,-167.001,0.444,NA,1.020,0.56
20050101061,2005,9/6/05 23:04,63,58.000,-167.003,0.639,NA,1.234,0.62
20050101062,2005,9/7/05 3:19,45,58.500,-167.003,0.935,NA,1.564,0.60
20050101063,2005,9/7/05 15:46,37,59.001,-167.003,1.752,NA,2.895,0.62
20050101064,2005,9/7/05 20:21,30,59.501,-167.000,1.319,NA,1.961,0.73
20050101065,2005,9/8/05 1:11,38,59.501,-168.005,2.153,NA,4.006,0.55
20050101066,2005,9/8/05 4:57,41,59.002,-168.002,1.677,NA,2.526,0.66
20050101067,2005,9/8/05 15:25,53,58.501,-167.999,0.482,NA,0.942,0.56
20050101068,2005,9/9/05 19:36,67,56.999,-169.998,1.712,NA,3.107,0.61
20050101069,2005,9/10/05 1:35,68,57.500,-170.001,2.297,NA,2.572,0.92
20050101070,2005,9/10/05 15:39,70,57.499,-169.004,3.604,NA,4.068,0.49
20050101072,2005,9/13/05 22:26,79,57.001,-168.001,1.648,NA,2.671,0.62
20050101073,2005,9/14/05 2:24,72,57.495,-168.000,7.797,NA,9.042,0.88
20050101074,2005,9/14/05 6:34,68,57.999,-168.002,1.754,NA,2.736,0.69
20050101075,2005,9/14/05 15:40,71,57.996,-168.998,0.443,NA,1.542,0.38
20050101076,2005,9/17/05 16:10,21,61.500,-167.000,0.832,NA,1.953,0.42
20050101077,2005,9/17/05 20:48,30,62.001,-167.002,0.781,NA,1.317,0.62
20050101078,2005,9/18/05 0:27,34,62.501,-166.999,4.047,NA,4.666,0.87
20050101079,2005,9/18/05 3:55,25,63.001,-166.998,1.708,NA,3.204,0.53
20050101080,2005,9/18/05 15:52,24,63.001,-168.007,0.331,NA,0.801,0.40
20050101081,2005,9/18/05 20:18,32,63.502,-167.998,0.582,NA,0.820,0.72
20050101082,2005,9/19/05 0:10,26,63.501,-167.001,0.966,NA,1.636,0.59
20050101083,2005,9/19/05 3:30,24,63.501,-166.002,0.924,NA,1.803,0.51
20050101087,2005,9/25/05 19:05,44,62.499,-171.002,0.205,NA,0.697,0.29
20050101088,2005,9/25/05 23:06,36,62.500,-170.000,1.083,NA,1.375,0.87
20050101089,2005,9/26/05 3:02,32,62.499,-168.999,0.567,NA,1.254,0.47
20050101090,2005,9/26/05 14:54,29,62.500,-167.999,0.860,NA,1.277,0.63
20050101091,2005,9/26/05 19:00,28,61.999,-168.003,3.030,NA,3.264,0.93
20050101092,2005,9/26/05 23:33,37,62.001,-169.001,1.874,NA,2.640,0.71
20050101093,2005,9/27/05 3:23,45,62.001,-170.001,1.466,NA,2.105,0.71
20050101094,2005,9/27/05 14:52,50,62.003,-170.996,0.350,NA,1.553,0.15
20050101095,2005,9/27/05 19:50,54,62.002,-172.001,0.250,NA,0.933,0.23
20050101096,2005,9/27/05 23:45,59,61.501,-172.000,0.367,NA,1.390,0.29
20050101097,2005,9/28/05 4:16,51,61.501,-171.002,0.300,NA,1.065,0.45
20050101098,2005,9/28/05 16:24,46,61.501,-170.003,0.295,NA,1.158,0.56
20050101100,2005,9/29/05 2:41,28,61.502,-168.001,2.954,NA,3.333,0.90
20050101101,2005,9/29/05 14:54,28,61.006,-168.009,2.868,NA,3.202,0.90
20050101102,2005,9/29/05 20:07,37,61.001,-169.002,0.709,NA,1.621,0.44
20050101103,2005,9/30/05 0:41,47,61.001,-170.002,0.329,NA,1.079,0.33
20050101104,2005,9/30/05 5:14,56,61.001,-171.002,0.274,NA,1.804,0.23
20050101105,2005,9/30/05 14:59,64,61.003,-172.005,0.475,NA,1.657,0.39
20050101106,2005,9/30/05 19:12,69,61.001,-172.999,0.130,NA,0.952,0.28
20050101107,2005,9/30/05 23:11,82,61.003,-174.001,0.087,NA,0.868,0.14
20050101108,2005,10/1/05 3:18,86,60.501,-174.002,0.145,NA,0.857,0.41
20050101109,2005,10/1/05 14:54,100,60.002,-174.000,0.111,NA,0.974,0.12
20050101110,2005,10/1/05 19:20,70,60.000,-172.998,0.522,NA,1.383,0.44
20050101111,2005,10/1/05 23:41,67,60.000,-171.999,0.986,NA,2.272,0.45
20050101112,2005,10/2/05 3:27,63,60.502,-171.997,0.408,NA,1.430,0.36
20050101113,2005,10/2/05 14:55,63,60.503,-170.999,0.419,NA,1.873,0.31
20050101114,2005,10/2/05 18:43,50,60.501,-170.002,0.432,NA,1.052,0.44
20050101115,2005,10/2/05 22:26,39,60.501,-169.001,0.816,NA,1.333,0.59
20050101116,2005,10/3/05 2:20,29,60.502,-168.004,2.518,NA,3.228,0.77
20050101117,2005,10/3/05 14:57,26,60.001,-168.000,2.105,NA,2.871,0.73
20050101118,2005,10/3/05 18:49,42,60.001,-168.999,2.368,NA,3.059,0.77
20050101119,2005,10/3/05 22:37,55,60.001,-169.999,1.552,NA,2.406,0.66
20050101120,2005,10/4/05 2:28,70,60.001,-171.047,0.179,NA,0.622,0.33
20050101121,2005,10/5/05 17:19,45,59.503,-169.003,1.916,NA,2.585,0.73
20050101122,2005,10/5/05 22:03,52,59.002,-169.000,2.867,NA,4.138,0.70
20050101123,2005,10/6/05 2:18,65,58.504,-169.000,3.687,NA,4.699,0.79
20050101125,2005,10/6/05 19:21,73,59.502,-171.000,0.764,NA,1.449,0.53
20050101126,2005,10/6/05 23:34,80,59.501,-171.999,0.126,NA,0.399,0.27
20060101001,2006,8/18/06 14:58,1001,54.500,-167.994,0.072,NA,1.007,0.14
20060101002,2006,8/18/06 18:37,1001,55.000,-168.002,0.345,NA,1.331,0.22
20060101004,2006,8/18/06 0:22,136,55.001,-166.004,0.094,NA,1.189,0.08
20060101005,2006,8/18/06 4:38,504,54.502,-166.003,0.446,NA,1.731,0.20
20060101006,2006,8/19/06 0:47,1001,55.015,-169.910,0.069,NA,1.063,0.09
20060101007,2006,8/19/06 3:58,1001,55.501,-169.003,0.086,NA,1.162,0.08
20060101008,2006,8/19/06 14:59,1001,56.007,-171.283,0.072,NA,0.815,0.12
20060101009,2006,8/19/06 19:55,187,56.000,-170.005,0.054,NA,1.127,0.05
20060101010,2006,8/20/06 0:37,1001,56.000,-169.006,0.069,NA,0.965,0.09
20060101011,2006,8/20/06 5:15,137,55.999,-168.003,0.037,NA,0.560,0.07
20060101012,2006,8/20/06 15:30,102,56.501,-169.007,0.081,NA,0.682,0.12
20060101013,2006,8/20/06 20:25,78,57.000,-169.003,0.220,NA,0.902,0.23
20060101014,2006,8/21/06 0:27,70,57.501,-169.002,0.106,NA,0.593,0.21
20060101015,2006,8/21/06 3:59,71,58.001,-168.998,0.883,NA,1.257,0.52
20060101016,2006,8/21/06 14:58,68,57.999,-168.001,0.570,NA,2.006,0.39
20060101017,2006,8/21/06 18:51,70,57.500,-168.003,0.176,NA,1.872,0.09
20060101018,2006,8/21/06 23:36,78,57.001,-168.004,0.462,NA,0.935,0.51
20060101019,2006,8/22/06 4:45,116,56.501,-168.001,0.236,NA,0.871,0.22
20060101020,2006,8/22/06 14:58,104,56.502,-167.002,0.115,NA,0.870,0.13
20060101021,2006,8/22/06 19:05,73,57.001,-167.002,0.193,NA,0.618,0.32
20060101022,2006,8/22/06 23:03,68,57.503,-167.005,0.107,NA,0.435,0.28
20060101023,2006,8/23/06 2:46,63,58.004,-167.002,0.128,NA,0.813,0.15
20060101024,2006,8/23/06 15:00,53,58.504,-167.999,0.403,NA,0.979,0.31
20060101025,2006,8/23/06 18:44,41,59.002,-168.003,0.379,NA,1.352,0.40
20060101026,2006,8/23/06 22:31,37,59.502,-168.005,0.163,NA,0.993,0.19
20060101027,2006,8/24/06 2:04,44,59.499,-169.002,0.468,NA,1.636,0.34
20060101028,2006,8/24/06 14:57,60,59.501,-170.003,0.059,NA,0.634,0.16
20060101029,2006,8/24/06 18:51,65,59.000,-170.000,0.514,NA,0.800,0.60
20060101030,2006,8/24/06 23:04,51,58.999,-169.003,0.150,NA,0.920,0.18
20060101031,2006,8/25/06 3:05,65,58.501,-169.001,0.206,NA,1.912,0.24
20060101032,2006,8/25/06 15:00,70,58.501,-170.002,0.163,NA,0.565,0.31
20060101033,2006,8/25/06 19:32,71,58.002,-170.004,0.117,NA,0.599,0.27
20060101034,2006,8/25/06 23:16,67,57.501,-170.004,0.328,NA,0.508,0.49
20060101035,2006,8/26/06 2:58,51,57.088,-170.085,1.084,NA,1.541,0.72
20060101036,2006,8/26/06 14:57,100,56.501,-170.005,0.267,NA,0.774,0.32
20060101037,2006,8/26/06 19:13,124,56.501,-171.004,0.181,NA,0.649,0.86
20060101038,2006,8/26/06 23:17,101,56.999,-171.003,1.346,NA,2.135,0.63
20060101039,2006,8/27/06 3:21,88,57.501,-171.018,2.005,NA,2.665,0.74
20060101040,2006,8/27/06 15:01,86,58.001,-171.000,0.400,NA,0.751,0.44
20060101041,2006,8/27/06 18:53,82,58.500,-171.002,0.735,NA,1.458,0.52
20060101042,2006,8/27/06 22:46,76,59.001,-171.002,0.349,NA,0.973,0.35
20060101043,2006,8/28/06 2:45,72,59.500,-171.003,0.075,NA,0.646,0.21
20060101044,2006,8/28/06 14:56,79,59.500,-172.003,0.144,NA,0.532,0.29
20060101045,2006,8/28/06 19:09,91,59.001,-172.001,0.094,NA,0.417,0.23
20060101046,2006,8/28/06 23:56,98,58.510,-172.003,0.149,NA,0.786,0.16
20060101047,2006,8/29/06 4:56,102,58.001,-172.003,0.016,NA,0.537,0.03
20060101048,2006,8/29/06 14:58,106,57.500,-172.000,0.014,NA,0.560,0.02
20060101049,2006,8/29/06 19:21,116,57.001,-172.000,0.022,NA,0.619,0.06
20060101050,2006,8/29/06 23:20,574,56.500,-172.002,0.138,NA,1.532,0.08
20060101051,2006,8/30/06 3:49,1001,56.500,-173.004,0.279,NA,0.985,0.28
20060101052,2006,8/30/06 16:00,126,57.003,-173.013,0.021,NA,0.410,0.06
20060101053,2006,8/31/06 15:00,104,59.001,-173.008,0.189,NA,1.080,0.17
20060101054,2006,8/31/06 19:50,95,59.501,-173.001,0.095,NA,0.438,0.22
20060101055,2006,9/1/06 0:08,69,60.000,-173.002,0.186,NA,0.630,0.34
20060101056,2006,9/3/06 21:55,20,64.098,-163.998,0.277,NA,1.089,0.28
20060101057,2006,9/4/06 0:45,23,64.100,-163.500,0.173,NA,0.893,0.26
20060101058,2006,9/4/06 3:00,23,64.100,-162.998,0.250,NA,1.061,0.30
20060101059,2006,9/4/06 15:00,24,63.500,-165.997,0.425,NA,0.894,0.39
20060101060,2006,9/4/06 19:00,22,64.002,-166.005,0.772,NA,1.396,0.39
20060101061,2006,9/4/06 22:15,32,63.997,-167.003,2.297,NA,3.386,0.53
20060101062,2006,9/5/06 3:05,26,63.500,-167.000,0.096,NA,0.439,0.22
20060101063,2006,9/5/06 15:05,32,63.498,-168.002,5.329,NA,6.487,0.78
20060101064,2006,9/5/06 19:00,36,64.000,-167.995,1.447,NA,2.432,0.49
20060101065,2006,9/5/06 22:55,35,63.998,-169.000,0.206,NA,0.520,0.34
20060101066,2006,9/6/06 3:05,33,64.000,-169.987,0.130,NA,0.469,0.30
20060101067,2006,9/6/06 15:00,26,64.001,-170.995,0.180,NA,0.496,0.36
20060101068,2006,9/6/06 19:10,52,63.998,-171.997,0.185,NA,0.396,0.48
20060101069,2006,9/6/06 23:45,35,63.497,-172.005,1.024,NA,2.676,0.36
20060101070,2006,9/7/06 4:25,35,62.499,-169.984,0.265,NA,0.763,0.39
20060101071,2006,9/7/06 19:58,31,62.498,-168.995,0.020,NA,0.987,0.02
20060101072,2006,9/7/06 23:45,28,62.501,-167.999,0.214,NA,1.260,0.16
20060101073,2006,9/8/06 3:20,23,63.003,-168.002,2.014,NA,3.130,0.72
20060101074,2006,9/8/06 15:00,20,63.003,-166.003,1.258,NA,1.804,0.68
20060101075,2006,9/8/06 20:04,24,62.998,-167.023,0.356,NA,1.297,0.27
20060101076,2006,9/8/06 23:55,24,62.750,-166.742,0.907,NA,1.345,0.72
20060101077,2006,9/9/06 2:35,33,62.502,-167.000,1.014,NA,1.565,0.64
20060101078,2006,9/9/06 16:15,27,62.000,-167.003,NA,NA,1.686,NA
20060101079,2006,9/10/06 15:40,27,61.998,-168.012,NA,NA,0.546,NA
20060101080,2006,9/10/06 22:21,37,62.000,-168.998,0.392,NA,1.017,0.31
20060101081,2006,9/11/06 3:33,43,62.001,-170.007,0.237,NA,0.743,0.39
20060101082,2006,9/11/06 15:05,42,62.500,-171.002,0.112,NA,0.520,0.29
20060101083,2006,9/11/06 19:05,48,62.503,-172.002,0.109,NA,0.653,0.24
20060101084,2006,9/11/06 23:05,53,62.000,-172.000,0.089,NA,0.581,0.31
20060101085,2006,9/12/06 2:49,49,61.998,-171.000,0.086,NA,0.642,0.13
20060101086,2006,9/12/06 15:00,57,61.500,-172.000,0.096,NA,0.426,0.28
20060101087,2006,9/12/06 19:00,50,61.498,-170.998,0.062,NA,0.508,0.18
20060101088,2006,9/12/06 22:59,46,61.498,-169.998,0.204,NA,0.635,0.40
20060101089,2006,9/13/06 2:45,35,61.498,-169.000,0.214,NA,0.824,0.28
20060101090,2006,9/14/06 15:00,29,60.502,-168.000,0.877,NA,1.819,0.45
20060101091,2006,9/14/06 19:40,28,61.000,-168.002,0.454,NA,1.831,0.30
20060101092,2006,9/15/06 0:35,29,61.501,-167.998,0.577,NA,1.737,0.36
20060101093,2006,9/15/06 3:50,24,61.501,-167.336,1.167,NA,1.714,0.73
20060101095,2006,9/17/06 19:45,41,60.000,-169.000,0.537,NA,1.762,0.31
20060101096,2006,9/18/06 0:15,55,60.000,-169.998,0.305,NA,1.146,0.38
20060101097,2006,9/18/06 4:50,69,60.000,-171.000,0.343,NA,1.049,0.50
20060101098,2006,9/18/06 15:00,63,60.500,-170.998,0.266,NA,1.103,0.35
20060101099,2006,9/18/06 19:45,55,61.000,-171.000,0.307,NA,0.607,0.62
20060101100,2006,9/19/06 0:26,46,61.000,-170.000,1.118,NA,1.871,0.73
20060101101,2006,9/19/06 4:30,50,60.500,-169.997,0.385,NA,1.042,0.41
20060101104,2006,9/20/06 15:00,29,59.500,-167.003,3.138,NA,5.336,0.61
20060101105,2006,9/20/06 18:49,24,59.498,-166.002,NA,NA,3.009,NA
20060201001,2006,8/21/06 15:47,473,54.500,-167.040,0.029,NA,0.784,0.39
20060201002,2006,8/21/06 20:12,167,54.998,-167.003,0.518,NA,2.152,0.25
20060201003,2006,8/16/06 15:40,134,55.506,-166.994,0.178,NA,1.296,0.14
20060201004,2006,8/16/06 20:00,133,55.992,-166.986,0.039,NA,0.485,0.10
20060201009,2006,8/23/06 14:56,42,58.416,-167.009,0.037,NA,1.147,0.03
20060201010,2006,8/23/06 18:57,35,58.992,-167.007,0.993,NA,2.123,0.43
20060201011,2006,8/23/06 23:43,26,59.015,-166.027,2.629,NA,3.975,0.52
20060201012,2006,8/24/06 4:01,42,58.518,-165.993,0.501,NA,2.086,0.22
20060201013,2006,8/24/06 14:53,53,58.007,-168.983,0.130,NA,0.920,0.14
20060201014,2006,8/24/06 18:56,63,57.517,-166.005,0.102,NA,0.616,0.21
20060201015,2006,8/25/06 2:15,61,57.510,-165.028,0.112,NA,0.618,0.21
20060201016,2006,8/25/06 6:42,44,57.989,-164.998,0.184,NA,1.045,0.22
20060201017,2006,8/25/06 14:51,37,58.486,-164.997,0.496,NA,2.224,0.22
20060201018,2006,8/25/06 18:47,24,59.001,-165.000,0.992,NA,1.724,0.46
20060201019,2006,8/26/06 0:00,34,58.507,-164.022,1.258,NA,2.407,0.52
20060201020,2006,8/26/06 4:18,42,58.021,-163.971,0.395,NA,0.939,0.43
20060201021,2006,8/26/06 14:55,48,57.516,-163.993,0.220,NA,1.448,0.23
20060201022,2006,8/26/06 19:34,46,57.536,-163.032,0.189,NA,1.251,0.15
20060201023,2006,8/27/06 0:19,37,57.995,-163.006,1.133,NA,3.609,0.35
20060201024,2006,8/27/06 4:41,25,58.491,-162.998,1.243,NA,2.512,0.51
20060201025,2006,8/27/06 14:46,34,58.004,-161.999,1.029,NA,2.364,0.40
20060201026,2006,8/27/06 18:59,47,57.517,-162.000,1.016,NA,1.917,0.44
20060201027,2006,8/27/06 23:34,57,57.012,-162.032,0.101,NA,1.854,0.05
20060201028,2006,8/28/06 3:36,63,57.004,-161.033,0.066,NA,1.424,0.13
20060201029,2006,8/28/06 15:02,54,57.495,-161.017,0.203,NA,1.235,0.18
20060201030,2006,8/28/06 18:55,40,57.999,-160.998,0.381,NA,1.376,0.37
20060201031,2006,8/28/06 23:05,43,58.000,-160.004,0.469,NA,1.651,0.28
20060201032,2006,8/29/06 2:57,51,57.508,-159.997,2.697,NA,4.456,0.66
20060201033,2006,8/29/06 15:04,57,56.984,-160.016,1.089,NA,3.882,0.26
20060201034,2006,8/29/06 19:55,62,56.528,-160.983,0.378,NA,2.072,0.18
20060201035,2006,8/30/06 0:19,70,56.502,-161.983,0.060,NA,0.809,0.19
20060201036,2006,8/30/06 4:35,51,56.009,-161.983,0.723,NA,2.928,0.26
20060201039,2006,9/1/06 15:22,81,56.002,-163.006,0.251,NA,0.831,0.40
20060201040,2006,9/1/06 20:11,75,56.497,-163.003,0.045,NA,1.748,0.20
20060201041,2006,9/2/06 0:28,58,57.001,-162.984,0.107,NA,1.379,0.14
20060201042,2006,9/2/06 5:38,64,57.027,-164.025,0.171,NA,1.085,0.29
20060201043,2006,9/2/06 15:11,76,56.502,-164.015,0.051,NA,0.876,0.10
20060201044,2006,9/2/06 19:31,86,56.008,-164.003,0.079,NA,1.000,0.10
20060201045,2006,9/2/06 23:56,91,56.007,-164.984,0.110,NA,1.374,0.13
20060201046,2006,9/3/06 4:01,76,56.495,-164.995,0.084,NA,1.022,0.12
20060201047,2006,9/3/06 15:02,67,57.008,-164.987,0.091,NA,1.001,0.14
20060201048,2006,9/3/06 19:08,67,57.013,-165.993,0.121,NA,1.024,0.19
20060201049,2006,9/3/06 23:14,83,56.509,-165.998,0.253,NA,1.506,0.19
20060201050,2006,9/4/06 3:24,110,56.010,-165.999,0.196,NA,1.738,0.18
20060201051,2006,9/4/06 15:10,118,55.509,-166.015,0.040,NA,1.686,0.03
20060201052,2006,9/4/06 20:19,102,55.504,-165.013,0.026,NA,1.128,0.09
20060201053,2006,9/5/06 0:45,102,55.007,-165.000,0.088,NA,0.692,0.13
20070101001,2007,8/16/07 0:11,42,55.501,-163.005,0.415,NA,1.162,0.38
20070101004,2007,8/16/07 19:49,53,57.500,-160.002,0.661,NA,1.890,0.38
20070101005,2007,8/16/07 23:42,46,58.001,-159.997,0.256,NA,0.745,0.39
20070101006,2007,8/17/07 3:38,43,58.001,-161.000,0.217,NA,0.715,0.39
20070101007,2007,8/17/07 14:50,64,56.501,-160.999,0.079,NA,0.660,0.13
20070101008,2007,8/17/07 18:56,62,57.002,-161.000,0.095,NA,0.498,0.24
20070101009,2007,8/17/07 23:26,58,57.500,-160.997,0.053,NA,0.387,0.19
20070101010,2007,8/18/07 3:45,45,57.502,-162.003,0.115,NA,0.494,0.28
20070101011,2007,8/18/07 15:06,66,56.501,-162.006,0.162,NA,0.801,0.22
20070101012,2007,8/18/07 19:17,60,57.001,-161.999,0.077,NA,0.426,0.20
20070101013,2007,8/19/07 0:01,61,57.001,-162.998,0.115,NA,1.680,0.06
20070101014,2007,8/19/07 5:11,48,57.501,-162.998,NA,NA,1.335,NA
20070101015,2007,8/19/07 15:58,39,57.998,-163.006,0.213,NA,0.450,0.62
20070101016,2007,8/19/07 22:08,35,58.002,-162.001,2.386,NA,3.698,0.55
20070101017,2007,8/20/07 1:02,34,58.498,-161.990,0.470,NA,3.050,0.15
20070101020,2007,8/22/07 19:29,135,54.998,-166.003,0.220,NA,0.803,0.28
20070101021,2007,8/23/07 0:01,103,55.001,-164.997,0.250,NA,2.105,NA
20070101022,2007,8/23/07 2:45,105,55.501,-165.005,0.513,NA,0.738,0.70
20070101023,2007,8/23/07 15:00,91,55.501,-164.004,0.148,NA,0.920,0.21
20070101024,2007,8/23/07 19:50,88,56.001,-164.004,0.059,NA,0.482,0.15
20070101025,2007,8/24/07 0:30,84,56.002,-162.998,0.027,NA,0.431,0.06
20070101026,2007,8/24/07 4:24,78,56.501,-163.001,0.055,NA,0.482,0.12
20070101027,2007,8/24/07 14:49,80,56.500,-164.002,0.013,NA,0.510,0.03
20070101028,2007,8/24/07 19:09,66,57.000,-164.004,0.025,NA,0.328,0.08
20070101029,2007,8/24/07 23:09,51,57.500,-164.003,0.109,NA,0.730,0.15
20070101030,2007,8/25/07 3:07,45,58.000,-164.002,0.158,NA,0.513,0.32
20070101031,2007,8/25/07 14:55,36,58.500,-164.000,0.799,NA,1.841,0.43
20070101032,2007,8/25/07 18:31,25,59.001,-164.002,0.631,NA,1.242,0.51
20070101033,2007,8/25/07 22:14,25,59.000,-165.003,0.630,NA,1.153,0.52
20070101034,2007,8/26/07 2:05,29,59.000,-165.999,0.919,NA,1.594,0.58
20070101041,2007,8/27/07 22:38,45,58.001,-165.003,0.194,NA,0.699,0.28
20070101043,2007,8/28/07 14:52,63,58.002,-167.000,0.104,NA,0.470,0.22
20070101044,2007,8/28/07 18:47,68,57.501,-167.002,0.056,NA,0.585,0.09
20070101045,2007,8/28/07 23:09,65,57.501,-166.003,0.065,NA,0.342,0.19
20070101046,2007,8/29/07 3:34,63,57.502,-165.001,0.059,NA,0.416,0.14
20070101047,2007,8/29/07 14:55,70,57.001,-165.004,0.027,NA,0.472,0.06
20070101048,2007,8/29/07 19:08,71,57.000,-166.001,0.027,NA,0.481,0.06
20070101049,2007,8/29/07 23:04,72,57.000,-167.002,0.207,NA,1.054,0.19
20070101050,2007,8/30/07 3:02,104,56.500,-167.000,0.025,NA,0.431,0.06
20070101051,2007,8/30/07 14:52,85,56.502,-166.006,0.011,NA,0.457,0.03
20070101052,2007,8/30/07 18:56,78,56.501,-165.001,0.006,NA,0.411,0.02
20070101054,2007,8/31/07 2:45,112,56.001,-166.001,0.062,NA,1.870,0.03
20070101055,2007,8/31/07 14:51,132,56.000,-167.001,0.014,NA,0.993,0.01
20070101056,2007,8/31/07 18:51,135,55.500,-167.001,0.060,NA,1.360,0.04
20070101057,2007,9/1/07 0:35,120,55.502,-166.000,0.524,NA,2.618,0.20
20070101058,2007,9/1/07 4:35,157,55.000,-167.001,1.327,NA,3.155,0.42
20070101060,2007,9/6/07 0:48,143,55.500,-168.000,0.213,NA,2.178,0.10
20070101061,2007,9/6/07 16:33,137,56.000,-168.002,0.035,NA,1.060,0.07
20070101062,2007,9/6/07 19:27,115,56.500,-168.003,NA,NA,0.617,NA
20070101063,2007,9/6/07 23:16,78,57.001,-167.999,0.165,NA,1.185,0.20
20070101064,2007,9/7/07 3:11,70,57.500,-168.001,0.093,NA,0.514,0.27
20070101065,2007,9/8/07 16:28,36,59.499,-167.999,NA,NA,1.744,NA
20070101066,2007,9/8/07 19:09,40,59.000,-168.000,NA,NA,1.563,NA
20070101067,2007,9/8/07 23:01,51,58.501,-167.999,0.194,NA,0.772,0.25
20070101068,2007,9/9/07 3:16,66,58.000,-167.997,0.159,NA,0.655,0.37
20070101069,2007,9/9/07 14:54,78,56.999,-169.000,0.147,NA,0.449,0.44
20070101070,2007,9/9/07 18:47,69,57.500,-169.001,0.124,NA,0.558,0.49
20070101071,2007,9/9/07 23:10,67,57.500,-170.001,0.348,NA,0.719,0.60
20070101073,2007,9/14/07 3:05,1001,56.000,-169.000,0.167,NA,0.442,1.06
20070101074,2007,9/14/07 14:56,1001,55.000,-169.002,0.888,NA,2.186,0.55
20070101075,2007,9/14/07 19:17,1001,55.500,-169.002,0.165,NA,1.149,0.19
20070101076,2007,9/14/07 23:32,1001,55.501,-170.003,0.419,NA,1.548,0.40
20070101077,2007,9/15/07 3:26,196,56.001,-170.002,0.291,NA,0.796,0.41
20070101078,2007,9/15/07 14:58,99,56.501,-170.002,0.112,NA,0.629,0.17
20070101079,2007,9/15/07 19:14,65,57.000,-170.002,1.004,NA,1.420,0.62
20070101080,2007,9/15/07 23:31,100,56.999,-171.002,0.100,NA,0.858,0.12
20070101081,2007,9/16/07 3:43,87,57.500,-171.000,0.162,NA,0.834,0.19
20070101082,2007,9/16/07 14:55,69,58.001,-168.999,0.290,NA,1.383,0.29
20070101083,2007,9/16/07 18:44,64,58.500,-169.001,0.397,NA,0.914,0.45
20070101084,2007,9/16/07 23:11,50,59.000,-169.002,0.176,NA,2.059,0.09
20070101085,2007,9/17/07 3:11,42,59.500,-169.002,0.284,NA,0.869,0.33
20070101086,2007,9/17/07 14:54,24,60.001,-168.005,0.975,NA,1.431,0.68
20070101087,2007,9/17/07 18:28,28,60.501,-167.998,0.817,NA,1.578,0.52
20070101088,2007,9/17/07 21:55,27,61.001,-167.997,0.553,NA,1.618,0.34
20070101090,2007,9/19/07 16:27,22,64.074,-163.567,NA,NA,2.880,NA
20070101091,2007,9/19/07 22:51,21,63.998,-166.045,1.609,NA,1.859,0.87
20070101092,2007,9/20/07 3:31,24,63.500,-165.997,0.804,NA,1.567,0.50
20070101093,2007,9/20/07 15:02,24,63.000,-167.001,1.273,NA,1.890,0.71
20070101094,2007,9/20/07 19:04,25,63.000,-168.023,0.197,NA,0.960,0.14
20070101095,2007,9/20/07 22:49,31,63.501,-168.005,2.367,NA,1.173,0.88
20070101096,2007,9/20/07 2:15,25,63.501,-167.001,1.348,NA,1.913,0.70
20070101097,2007,9/20/07 19:04,32,62.498,-166.998,0.638,NA,1.232,0.51
20070101098,2007,9/20/07 22:49,28,62.500,-168.000,0.021,NA,0.476,0.04
